id,title,year,country,runtime,language,certificate,budget,revenue,avg_rating,vote_count,target,cast_count
3481,Easy A,2010,USA,92,English,PG-13,58401464.0,8000000.0,7.0999999,276746,1,3.0
3482,Easy Money,2010,Sweden,124,Swedish,R,188870.0,0.0,6.69999981,13443,0,3.0
3483,Eat Pray Love,2010,USA,140,English,PG-13,80574010.0,60000000.0,5.69999981,63493,0,3.0
3484,Edge of Darkness,2010,UK,117,English,R,43290977.0,80000000.0,6.5999999,75201,0,3.0
3485,Everything Must Go,2010,USA,97,English,R,2711210.0,5000000.0,6.4000001,40305,0,3.0
3486,Extraordinary Measures,2010,USA,106,English,PG,11854694.0,31000000.0,6.5,14281,0,3.0
3487,Fair Game,2010,USA,108,English,PG-13,9528092.0,22000000.0,6.80000019,38513,0,3.0
3488,Faster,2010,USA,98,English,R,23225911.0,24000000.0,6.5,80574,0,3.0
3489,"Fat, Sick & Nearly Dead",2010,Australia,97,English,,0.0,2500000.0,7.5999999,6429,1,3.0
3490,Flipped,2010,USA,90,English,PG,1752214.0,14000000.0,7.69999981,60460,1,3.0
3491,For Colored Girls,2010,USA,133,English,R,37721949.0,0.0,6.0,6067,0,3.0
3492,Four Lions,2010,UK,97,English,R,304137.0,0.0,7.30000019,55982,1,3.0
3493,Freakonomics,2010,USA,93,English,PG-13,100675.0,3000000.0,6.4000001,5695,0,3.0
3494,From Paris with Love,2010,France,92,English,R,23324666.0,52000000.0,6.5,97775,0,3.0
3495,Furry Vengeance,2010,USA,92,English,PG,17596256.0,35000000.0,3.79999995,12399,0,3.0
3496,Get Him to the Greek,2010,USA,114,English,R,60923325.0,0.0,6.4000001,147317,0,3.0
3497,Going the Distance,2010,USA,102,English,R,17797316.0,32000000.0,6.30000019,50523,0,3.0
3498,Good Intentions,2010,USA,84,English,PG-13,0.0,10000000.0,5.19999981,553,0,3.0
3499,Green Zone,2010,France,115,English,R,35024475.0,100000000.0,6.9000001,110364,0,3.0
3500,Griff the Invisible,2010,Australia,90,English,PG-13,0.0,0.0,6.0999999,4173,0,3.0
3501,Grown Ups,2010,USA,102,English,PG-13,162001186.0,80000000.0,6.0,181443,0,3.0
3502,Gulliver's Travels,2010,USA,85,English,PG,42776259.0,112000000.0,4.9000001,53160,0,3.0
3503,Gunless,2010,Canada,89,English,,0.0,10000000.0,6.5,3015,0,3.0
3504,Harry Potter and the Deathly Hallows: Part I,2010,UK,104,English,,0.0,0.0,6.4000001,252,0,3.0
3505,Hereafter,2010,USA,129,English,PG-13,32741596.0,50000000.0,6.5,80140,0,3.0
3506,Hesher,2010,USA,106,English,R,382946.0,7000000.0,7.0999999,43965,1,3.0
3507,Hot Tub Time Machine,2010,USA,101,English,R,50213619.0,36000000.0,6.4000001,139184,0,3.0
3508,Housefull,2010,India,144,Hindi,,1165104.0,0.0,5.30000019,8598,0,3.0
3509,How Do You Know,2010,USA,121,English,PG-13,30212620.0,120000000.0,5.30000019,35066,0,3.0
3510,How to Train Your Dragon,2010,USA,98,English,PG,217387997.0,165000000.0,8.19999981,485430,1,3.0
3511,I Spit on Your Grave,2010,USA,105,English,R,92401.0,2000000.0,6.30000019,56402,0,3.0
3512,I Want Your Money,2010,USA,92,English,PG,425899.0,400000.0,5.0999999,1123,0,3.0
3513,Incendies,2010,Canada,139,French,R,6857096.0,6800000.0,8.19999981,80429,1,3.0
3514,Inception,2010,USA,148,English,PG-13,292568851.0,160000000.0,8.80000019,1468200,1,3.0
3515,Inside Job,2010,USA,105,English,PG-13,4311834.0,0.0,8.30000019,55382,1,3.0
3516,Insidious,2010,USA,103,English,PG-13,53991137.0,1500000.0,6.80000019,202800,0,3.0
3517,Iron Man 2,2010,USA,124,English,PG-13,312057433.0,200000000.0,7.0,522371,1,3.0
3518,It's a Wonderful Afterlife,2010,UK,100,English,PG-13,0.0,10000000.0,5.4000001,1250,0,3.0
3519,It's Kind of a Funny Story,2010,USA,101,English,PG-13,6350058.0,8000000.0,7.19999981,106098,1,3.0
3520,Jackass 3D,2010,USA,101,English,R,117224271.0,20000000.0,7.0999999,47794,1,3.0
3521,Jonah Hex,2010,USA,81,English,PG-13,10539414.0,47000000.0,4.69999981,45729,0,3.0
3522,Just Wright,2010,USA,100,English,PG,21520719.0,0.0,5.80000019,10103,0,3.0
3523,Kick-Ass,2010,UK,117,English,R,48043505.0,30000000.0,7.69999981,435864,1,3.0
3524,Killers,2010,USA,100,English,PG-13,47000485.0,75000000.0,5.4000001,72867,0,3.0
3525,Kites,2010,India,90,English,,1602466.0,600000000.0,6.0,9673,0,3.0
3526,Knight and Day,2010,USA,117,English,PG-13,76418654.0,117000000.0,6.30000019,148280,0,3.0
3527,Leap Year,2010,USA,100,English,PG,12561.0,19000000.0,6.4000001,71276,0,3.0
3528,Legend of the Guardians: The Owls of Ga'Hoole,2010,USA,101,English,PG,55673333.0,80000000.0,7.0,65785,1,3.0
3529,Legion,2010,USA,100,English,R,40168080.0,26000000.0,5.19999981,80870,0,3.0
3530,Let Me In,2010,UK,116,English,R,12134420.0,20000000.0,7.19999981,92237,1,3.0
3531,Letters to God,2010,USA,110,English,PG,2848578.0,3500000.0,6.30000019,3942,0,3.0
3532,Letters to Juliet,2010,USA,105,English,PG,53021560.0,30000000.0,6.5,74630,0,3.0
3533,Little Fockers,2010,USA,98,English,PG-13,148383780.0,100000000.0,5.5,85531,0,3.0
3534,Little White Lies,2010,France,134,French,Not Rated,183662.0,25000000.0,7.0999999,18395,1,3.0
3535,Loose Cannons,2010,Italy,110,Italian,,0.0,0.0,7.30000019,8667,1,3.0
3536,Lottery Ticket,2010,USA,99,English,PG-13,24708699.0,0.0,4.9000001,7991,0,3.0
3537,Love & Other Drugs,2010,USA,112,English,R,32357532.0,30000000.0,6.69999981,143368,0,3.0
3538,Love Ranch,2010,USA,117,English,R,134904.0,25000000.0,5.69999981,2395,0,3.0
3539,MacGruber,2010,USA,95,English,R,8460995.0,10000000.0,5.5,35888,0,3.0
3540,Machete,2010,USA,105,English,R,26589953.0,10500000.0,6.69999981,165792,0,3.0
3541,Made in Dagenham,2010,UK,113,English,R,1094798.0,7200000.0,7.19999981,11158,1,3.0
3542,Marmaduke,2010,USA,87,English,PG,33643461.0,50000000.0,4.19999981,11257,0,3.0
3543,Meek's Cutoff,2010,USA,104,English,PG,977600.0,0.0,6.5,8204,0,3.0
3544,Megamind,2010,USA,95,English,PG,148337537.0,130000000.0,7.30000019,172754,1,3.0
3545,Monsters,2010,UK,94,English,R,237301.0,500000.0,6.4000001,75669,0,3.0
3546,Mooz-Lum,2010,USA,94,English,PG-13,0.0,0.0,6.69999981,919,0,3.0
3547,Morning Glory,2010,USA,107,English,PG-13,30993544.0,40000000.0,6.5,58871,0,3.0
3548,Mozart's Sister,2010,France,120,French,,706622.0,0.0,6.4000001,1213,0,3.0
3549,My Name Is Khan,2010,India,128,Hindi,PG-13,4018695.0,12000000.0,8.0,69759,1,3.0
3550,My Soul to Take,2010,USA,107,English,R,14637490.0,25000000.0,4.80000019,16411,0,3.0
3551,My Soul to Take,2010,USA,107,English,R,14637490.0,25000000.0,4.80000019,16411,0,3.0
3552,N-Secure,2010,USA,104,English,R,2592808.0,0.0,3.5,548,0,3.0
3553,Nanny McPhee Returns,2010,UK,109,English,PG,28995450.0,35000000.0,6.0999999,19230,0,3.0
3554,Never Let Me Go,2010,UK,103,English,R,2412045.0,15000000.0,7.19999981,109873,1,3.0
3555,Nine Dead,2010,USA,83,English,R,0.0,2000000.0,5.5,9280,0,3.0
3556,Of Gods and Men,2010,France,122,French,PG-13,3950029.0,4000000.0,7.19999981,12411,1,3.0
3557,Our Family Wedding,2010,USA,103,English,PG-13,20246959.0,14000000.0,4.9000001,5721,0,3.0
3558,Paranormal Activity 2,2010,USA,98,English,R,84749884.0,3000000.0,5.69999981,82133,0,3.0
3559,Percy Jackson & the Olympians: The Lightning Thief,2010,UK,118,English,PG,88761720.0,95000000.0,5.9000001,141179,0,3.0
3560,Piranha 3D,2010,USA,88,English,R,25003072.0,24000000.0,5.5,72552,0,3.0
3561,Please Give,2010,USA,90,English,R,4033268.0,0.0,6.5999999,9808,0,3.0
3562,Predators,2010,USA,107,English,R,52000688.0,40000000.0,6.4000001,171418,0,3.0
3563,Prince of Persia: The Sands of Time,2010,USA,116,English,PG-13,90755643.0,200000000.0,6.5999999,222403,0,3.0
3564,Rabbit Hole,2010,USA,91,English,PG-13,2221809.0,5000000.0,7.0,40618,1,3.0
3565,Ramona and Beezus,2010,USA,103,English,G,26161406.0,15000000.0,6.69999981,13874,0,3.0
3566,RED,2010,USA,111,English,PG-13,90356857.0,58000000.0,7.0999999,238916,1,3.0
3567,Redemption Road,2010,USA,95,English,PG-13,27012.0,0.0,5.9000001,440,0,3.0
3568,Reign of Assassins,2010,China,117,Mandarin,R,0.0,12000000.0,6.9000001,6069,0,3.0
3569,Remember Me,2010,USA,113,English,PG-13,19057024.0,16000000.0,7.19999981,113963,1,3.0
3570,Repo Men,2010,USA,119,English,R,13763130.0,32000000.0,6.30000019,87768,0,3.0
3571,Resident Evil: Afterlife,2010,Germany,97,English,R,60128566.0,60000000.0,5.9000001,131447,0,3.0
3572,Robin Hood,2010,USA,156,English,PG-13,105219735.0,200000000.0,6.69999981,211765,0,3.0
3573,Rubber,2010,France,82,English,R,98017.0,500000.0,5.80000019,26185,0,3.0
3574,Rust,2010,Canada,95,English,PG,0.0,250000.0,5.69999981,300,0,3.0
3575,Salt,2010,USA,101,English,PG-13,118311368.0,110000000.0,6.4000001,245621,0,3.0
3576,Sarah's Key,2010,France,111,French,PG-13,7691700.0,10000000.0,7.5,12937,1,3.0
3577,Saw 3D: The Final Chapter,2010,Canada,90,English,R,45670855.0,20000000.0,5.5999999,67978,0,3.0
3578,Scott Pilgrim vs. the World,2010,USA,112,English,PG-13,31494270.0,60000000.0,7.5,273921,1,3.0
3579,Sea Rex 3D: Journey to a Prehistoric World,2010,UK,41,English,,4074023.0,5000000.0,6.9000001,296,0,3.0
3580,Secretariat,2010,USA,123,English,PG,59699513.0,35000000.0,7.19999981,20827,1,3.0
3581,Sex and the City 2,2010,USA,146,English,R,95328937.0,100000000.0,4.30000019,59581,0,3.0
3582,She's Out of My League,2010,USA,104,English,R,31584722.0,20000000.0,6.4000001,101730,0,3.0
3583,Shrek Forever After,2010,USA,93,English,PG,238371987.0,165000000.0,6.4000001,138661,0,3.0
3584,Shutter Island,2010,USA,138,English,R,127968405.0,80000000.0,8.10000038,786092,1,3.0
3585,Skyline,2010,USA,97,English,PG-13,21371425.0,10000000.0,4.4000001,76199,0,3.0
3586,Somewhere,2010,USA,97,English,R,1768416.0,7000000.0,6.30000019,35848,0,3.0
3587,Space Dogs,2010,Russia,85,Russian,G,0.0,25000000.0,5.19999981,891,0,3.0
3588,Stake Land,2010,USA,98,English,R,18469.0,650000.0,6.5,34263,0,3.0
3589,Standing Ovation,2010,USA,105,English,PG,531806.0,0.0,3.4000001,548,0,3.0
3590,Step Up 3D,2010,USA,107,English,PG-13,42385520.0,30000000.0,6.19999981,47297,0,3.0
3591,Stone,2010,USA,105,English,R,1796024.0,22000000.0,5.4000001,34985,0,3.0
3592,Submarine,2010,UK,97,English,R,466702.0,0.0,7.30000019,65877,1,3.0
3593,Super,2010,USA,96,English,R,322157.0,2500000.0,6.80000019,61787,0,3.0
3594,Super Hybrid,2010,USA,94,English,PG-13,0.0,13000000.0,3.9000001,1328,0,3.0
3595,Takers,2010,USA,107,English,PG-13,57744720.0,20000000.0,6.19999981,46961,0,3.0
3596,Tangled,2010,USA,100,English,PG,200807262.0,260000000.0,7.80000019,294810,1,3.0
3597,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010,USA,82,English,R,0.0,1300000.0,2.70000005,5579,0,3.0
3598,The 5th Quarter,2010,USA,90,English,PG,399611.0,6000000.0,5.69999981,1245,0,3.0
3599,The American,2010,USA,105,English,R,35596227.0,20000000.0,6.30000019,79461,0,3.0
3600,The Back-up Plan,2010,USA,104,English,PG-13,37481242.0,35000000.0,5.30000019,40654,0,3.0
3601,The Book of Eli,2010,USA,118,English,R,94822707.0,80000000.0,6.9000001,227072,0,3.0
3602,The Bounty Hunter,2010,USA,110,English,PG-13,67061228.0,40000000.0,5.5,96565,0,3.0
3603,The Christmas Bunny,2010,USA,98,English,PG,0.0,250000.0,6.19999981,450,0,3.0
3604,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,USA,113,English,PG,104383624.0,155000000.0,6.30000019,106446,0,3.0
3605,The Conspirator,2010,USA,122,English,PG-13,11538204.0,25000000.0,7.0,23696,1,3.0
3606,The Crazies,2010,USA,101,English,R,39103378.0,20000000.0,6.5,93272,0,3.0
3607,The Dead Undead,2010,USA,89,English,R,0.0,1100000.0,3.0,737,0,3.0
3608,The Debt,2010,USA,113,English,R,31146570.0,20000000.0,6.9000001,55441,0,3.0
3609,The Expendables,2010,USA,113,English,R,102981571.0,80000000.0,6.5,270226,0,3.0
3610,The Extra Man,2010,USA,108,English,R,453079.0,7000000.0,5.9000001,4124,0,3.0
3611,The Fighter,2010,USA,116,English,R,93571803.0,25000000.0,7.9000001,275869,1,3.0
3612,The Ghost Writer,2010,France,128,English,PG-13,15523168.0,45000000.0,7.19999981,132423,1,3.0
3613,The Grace Card,2010,USA,101,English,PG-13,2428241.0,200000.0,6.4000001,2099,0,3.0
3614,The Kids Are All Right,2010,USA,106,English,R,20803237.0,3500000.0,7.0999999,110616,1,3.0
3615,The Killer Inside Me,2010,USA,109,English,R,214966.0,13000000.0,6.0999999,28483,0,3.0
3616,The King's Speech,2010,UK,118,English,R,138795342.0,15000000.0,8.0,503631,1,3.0
3617,The Last Airbender,2010,USA,103,English,PG,131564731.0,150000000.0,4.19999981,118951,0,3.0
3618,The Last Exorcism,2010,France,87,English,PG-13,40990055.0,1800000.0,5.5999999,41509,0,3.0
3619,The Last Godfather,2010,South Korea,100,English,PG-13,163591.0,13400000.0,3.5999999,912,0,3.0
3620,The Last Song,2010,USA,107,English,PG,62933793.0,20000000.0,5.80000019,62421,0,3.0
3621,The Losers,2010,USA,97,English,PG-13,23527955.0,25000000.0,6.4000001,74691,0,3.0
3622,The Names of Love,2010,France,100,French,R,513836.0,4600000.0,7.19999981,6304,1,3.0
3623,The Next Three Days,2010,USA,133,English,PG-13,21129348.0,35000000.0,7.4000001,146364,1,3.0
3624,The Nutcracker in 3D,2010,UK,110,English,PG,190562.0,90000000.0,4.4000001,2508,0,3.0
3625,The Other Guys,2010,USA,116,English,PG-13,119219978.0,100000000.0,6.69999981,189806,0,3.0
3626,The Perfect Host,2010,USA,93,English,R,48430.0,500000.0,6.80000019,20176,0,3.0
3627,The Reef,2010,Australia,94,English,R,0.0,0.0,5.80000019,11950,0,3.0
3628,The Runaways,2010,USA,106,English,R,3571735.0,10000000.0,6.5999999,39260,0,3.0
3629,The Social Network,2010,USA,120,English,PG-13,96917897.0,40000000.0,7.69999981,479453,1,3.0
3630,The Sorcerer's Apprentice,2010,USA,109,English,PG,63143812.0,150000000.0,6.0999999,124185,0,3.0
3631,The Spy Next Door,2010,USA,94,English,PG,24268828.0,28000000.0,5.4000001,29971,0,3.0
3632,The Switch,2010,USA,101,English,PG-13,27758465.0,19000000.0,6.0999999,77987,0,3.0
3633,The Tempest,2010,USA,110,English,PG-13,263365.0,20000000.0,5.4000001,6147,0,3.0
3634,The Tourist,2010,USA,103,English,PG-13,67631157.0,100000000.0,6.0,176598,0,3.0
3635,The Tourist,2010,USA,103,English,PG-13,67631157.0,100000000.0,6.0,176606,0,3.0
3636,The Town,2010,USA,150,English,R,92173235.0,37000000.0,7.5999999,280228,1,3.0
3637,The Twilight Saga: Eclipse,2010,USA,124,English,PG-13,300523113.0,68000000.0,4.9000001,184637,0,3.0
3638,The Virginity Hit,2010,USA,86,English,R,535249.0,3400000.0,4.5999999,3467,0,3.0
3639,The Warrior's Way,2010,New Zealand,100,English,R,5664251.0,45000000.0,6.30000019,22309,0,3.0
3640,The Wolfman,2010,USA,119,English,R,61937495.0,150000000.0,5.80000019,89442,0,3.0
3641,Tiny Furniture,2010,USA,98,English,Not Rated,389804.0,65000.0,6.30000019,11816,0,3.0
3642,Toy Story 3,2010,USA,103,English,G,414984497.0,200000000.0,8.30000019,544884,1,3.0
3643,Tracker,2010,New Zealand,102,English,R,0.0,6500000.0,6.5,2892,0,3.0
3644,Trollhunter,2010,Norway,103,Norwegian,PG-13,252652.0,19900000.0,7.0,54104,1,3.0
3645,TRON: Legacy,2010,USA,125,English,PG,172051787.0,170000000.0,6.80000019,264183,0,3.0
3646,TRON: Legacy,2010,USA,125,English,PG,172051787.0,170000000.0,6.80000019,264186,0,3.0
3647,True Grit,2010,USA,110,English,PG-13,171031347.0,38000000.0,7.69999981,240962,1,3.0
3648,Trust,2010,USA,106,English,R,58214.0,9500000.0,7.0,34224,1,3.0
3649,Tucker and Dale vs Evil,2010,Canada,89,English,R,223615.0,0.0,7.5999999,127842,1,3.0
3650,"Ultramarines: A Warhammer 40,000 Movie",2010,UK,76,English,R,0.0,0.0,5.69999981,4990,0,3.0
3651,Unstoppable,2010,USA,98,English,PG-13,81557479.0,100000000.0,6.80000019,149947,0,3.0
3652,Valentine's Day,2010,USA,125,English,PG-13,110476776.0,52000000.0,5.69999981,95437,0,3.0
3653,Vampires Suck,2010,USA,82,English,PG-13,36658108.0,20000000.0,3.5,39095,0,3.0
3654,Wall Street: Money Never Sleeps,2010,USA,136,English,PG-13,52474616.0,70000000.0,6.30000019,84118,0,3.0
3655,Welcome to the Rileys,2010,UK,110,English,R,152857.0,0.0,7.0,19979,1,3.0
3656,Why Did I Get Married Too?,2010,USA,121,English,PG-13,60072596.0,20000000.0,4.4000001,7664,0,3.0
3657,Wild Target,2010,UK,98,English,PG-13,117190.0,8000000.0,6.9000001,29994,0,3.0
3658,Winter's Bone,2010,USA,100,English,R,6531491.0,2000000.0,7.19999981,111658,1,3.0
3659,Womb,2010,Germany,111,English,Unrated,0.0,3660000.0,6.4000001,9957,0,3.0
3660,Yogi Bear,2010,USA,80,English,PG,100169068.0,80000000.0,4.5999999,16385,0,3.0
3661,You Again,2010,USA,105,English,PG,25677801.0,20000000.0,5.80000019,41273,0,3.0
3662,You Will Meet a Tall Dark Stranger,2010,USA,98,English,R,3247816.0,22000000.0,6.30000019,36145,0,3.0
3663,1911,2011,China,121,Mandarin,R,127437.0,18000000.0,6.0,4670,0,3.0
3664,30 Minutes or Less,2011,Germany,83,English,R,37053924.0,28000000.0,6.0999999,77935,0,3.0
3665,5 Days of War,2011,Georgia,113,English,R,17149.0,20000000.0,5.5999999,12128,0,3.0
3666,50/50,2011,USA,100,English,R,34963967.0,8000000.0,7.69999981,270441,1,3.0
3667,A Better Life,2011,USA,98,English,PG-13,1754319.0,10000000.0,7.19999981,13174,1,3.0
3668,A Dangerous Method,2011,UK,99,English,R,5702083.0,15000000.0,6.5,80617,0,3.0
3669,A Lonely Place to Die,2011,UK,99,English,R,0.0,4000000.0,6.30000019,22220,0,3.0
3670,A Monster in Paris,2011,France,90,French,PG,0.0,25000000.0,6.80000019,15790,0,3.0
3671,A Separation,2011,Iran,123,Persian,PG-13,7098492.0,500000.0,8.39999962,151812,1,3.0
3672,A Very Harold & Kumar 3D Christmas,2011,USA,90,English,R,35033759.0,19000000.0,6.30000019,55008,0,3.0
3673,Abduction,2011,USA,106,English,PG-13,28064226.0,35000000.0,5.0,65044,0,3.0
3674,Absentia,2011,USA,87,English,R,0.0,70000.0,5.80000019,13065,0,3.0
3675,Albert Nobbs,2011,UK,113,English,R,3014541.0,8000000.0,6.69999981,19616,0,3.0
3676,All Superheroes Must Die,2011,USA,78,English,Unrated,0.0,20000.0,4.0,1771,0,3.0
3677,Alvin and the Chipmunks: Chipwrecked,2011,USA,87,English,G,133103929.0,75000000.0,4.4000001,22838,0,3.0
3678,Anonymous,2011,UK,130,English,PG-13,4463292.0,30000000.0,6.9000001,34488,0,3.0
3679,Another Earth,2011,USA,92,English,PG-13,1316074.0,100000.0,7.0,71387,1,3.0
3680,Another Happy Day,2011,USA,119,English,R,0.0,4000000.0,6.0,3297,0,3.0
3681,Apollo 18,2011,USA,86,English,PG-13,17683670.0,5000000.0,5.19999981,47227,0,3.0
3682,Arthur Christmas,2011,UK,97,English,PG,46440491.0,100000000.0,7.0999999,35446,1,3.0
3683,Attack the Block,2011,UK,88,English,R,1024175.0,13000000.0,6.5999999,82331,0,3.0
3684,August,2011,USA,99,English,Not Rated,0.0,0.0,6.0999999,1262,0,3.0
3685,Bad Teacher,2011,USA,97,English,R,100292856.0,20000000.0,5.69999981,160418,0,3.0
3686,Battle Los Angeles,2011,USA,116,English,PG-13,83552429.0,70000000.0,5.80000019,154955,0,3.0
3687,Beastly,2011,USA,86,English,PG-13,27854896.0,17000000.0,5.5999999,64190,0,3.0
3688,Below Zero,2011,Canada,99,English,R,0.0,1200000.0,4.5,652,0,3.0
3689,Bernie,2011,USA,99,English,PG-13,9203192.0,5000000.0,6.80000019,45396,0,3.0
3690,"Big Mommas: Like Father, Like Son",2011,USA,113,English,PG-13,37911876.0,32000000.0,4.4000001,19671,0,3.0
3691,Blackthorn,2011,Spain,102,English,R,199652.0,0.0,6.5999999,7390,0,3.0
3692,Bridesmaids,2011,USA,131,English,R,169076745.0,32500000.0,6.80000019,218711,0,3.0
3693,Bucky Larson: Born to Be a Star,2011,USA,97,English,R,2331318.0,10000000.0,3.29999995,9541,0,3.0
3694,Captain America: The First Avenger,2011,USA,124,English,PG-13,176636816.0,140000000.0,6.9000001,508818,0,3.0
3695,Carnage,2011,France,80,English,R,0.0,25000000.0,7.19999981,96480,1,3.0
3696,Cars 2,2011,USA,106,English,G,191450875.0,200000000.0,6.30000019,101178,0,3.0
3697,Cedar Rapids,2011,USA,87,English,R,6857503.0,0.0,6.30000019,32697,0,3.0
3698,Circumstance,2011,France,107,Persian,R,439958.0,0.0,5.9000001,6277,0,3.0
3699,Colombiana,2011,France,112,English,PG-13,36665854.0,40000000.0,6.4000001,76498,0,3.0
3700,Contagion,2011,USA,106,English,PG-13,75638743.0,60000000.0,6.5999999,180479,0,3.0
3701,Coriolanus,2011,UK,123,English,R,756452.0,0.0,6.19999981,27009,0,3.0
3702,Courageous,2011,USA,129,English,PG-13,34522221.0,2000000.0,7.0,15401,1,3.0
3703,"Crazy, Stupid, Love.",2011,USA,118,English,PG-13,84244877.0,50000000.0,7.4000001,375456,1,3.0
3704,Damsels in Distress,2011,USA,99,English,PG-13,1007535.0,0.0,5.69999981,7625,0,3.0
3705,Detention,2011,USA,93,English,R,0.0,10000000.0,5.80000019,12520,0,3.0
3706,Diary of a Wimpy Kid: Rodrick Rules,2011,USA,99,English,PG,52691009.0,21000000.0,6.5999999,18727,0,3.0
3707,Dolphin Tale,2011,USA,113,English,PG,72279690.0,37000000.0,6.9000001,17948,0,3.0
3708,Dream House,2011,USA,84,English,PG-13,21283440.0,55000000.0,6.0,46239,0,3.0
3709,Drive,2011,USA,100,English,R,35054909.0,15000000.0,7.80000019,431578,1,3.0
3710,Drive Angry,2011,USA,104,English,R,10706786.0,50000000.0,5.5,81800,0,3.0
3711,Dum Maaro Dum,2011,India,128,Hindi,R,563699.0,0.0,6.19999981,3266,0,3.0
3712,Elza,2011,France,78,French,,0.0,900000.0,6.69999981,19,0,3.0
3713,Enter Nowhere,2011,USA,90,English,R,0.0,500000.0,6.5999999,5025,0,3.0
3714,Extremely Loud & Incredibly Close,2011,USA,129,English,PG-13,31836745.0,40000000.0,6.9000001,81298,0,3.0
3715,Fast Five,2011,USA,132,English,PG-13,209805005.0,125000000.0,7.30000019,284792,1,3.0
3716,Final Destination 5,2011,USA,92,English,R,42575718.0,40000000.0,5.9000001,83788,0,3.0
3717,Fort McCoy,2011,USA,100,English,R,73678.0,3000000.0,5.9000001,266,0,3.0
3718,Friends with Benefits,2011,USA,109,English,R,55802754.0,35000000.0,6.5999999,270228,0,3.0
3719,Fright Night,2011,USA,106,English,R,18298649.0,30000000.0,6.4000001,85024,0,3.0
3720,Ghost Rider: Spirit of Vengeance,2011,USA,96,English,PG-13,51774002.0,57000000.0,4.30000019,87745,0,3.0
3721,Glee: The 3D Concert Movie,2011,USA,84,English,PG,11860839.0,9000000.0,5.4000001,5156,0,3.0
3722,Go for It!,2011,USA,105,English,PG-13,178739.0,2450000.0,3.9000001,1015,0,3.0
3723,Grave Encounters,2011,Canada,92,English,Not Rated,0.0,100000.0,6.0999999,40380,0,3.0
3724,Green Lantern,2011,USA,123,English,PG-13,116593191.0,200000000.0,5.5999999,223393,0,3.0
3725,Hall Pass,2011,USA,111,English,R,45045037.0,36000000.0,5.9000001,103230,0,3.0
3726,Hanna,2011,USA,111,English,PG-13,40247512.0,30000000.0,6.80000019,159198,0,3.0
3727,Happy Feet 2,2011,Australia,100,English,PG,63992328.0,135000000.0,5.9000001,32399,0,3.0
3728,Harry Potter and the Deathly Hallows: Part II,2011,UK,104,English,,0.0,0.0,7.5,381,1,3.0
3729,Haywire,2011,Ireland,93,English,R,18934858.0,23000000.0,5.80000019,72646,0,3.0
3730,Headhunters,2011,Norway,100,Norwegian,R,1196752.0,30300000.0,7.5999999,79353,1,3.0
3731,High Road,2011,USA,87,English,R,0.0,0.0,5.4000001,1305,0,3.0
3732,Higher Ground,2011,USA,109,English,R,841206.0,0.0,6.30000019,2603,0,3.0
3733,Hobo with a Shotgun,2011,Canada,86,English,Not Rated,703002.0,3000000.0,6.0999999,37495,0,3.0
3734,Hoodwinked Too! Hood vs. Evil,2011,USA,86,English,PG,10134754.0,30000000.0,4.80000019,9682,0,3.0
3735,Hop,2011,USA,95,English,PG,108012170.0,63000000.0,5.5,24089,0,3.0
3736,Horrible Bosses,2011,USA,106,English,R,117528646.0,35000000.0,6.9000001,353442,0,3.0
3737,Hugo,2011,USA,126,English,PG,73820094.0,170000000.0,7.5,245333,1,3.0
3738,I Am Number Four,2011,USA,109,English,PG-13,55092830.0,60000000.0,6.0999999,195043,0,3.0
3739,I Don't Know How She Does It,2011,USA,89,English,PG-13,9639242.0,24000000.0,4.9000001,16437,0,3.0
3740,Immortals,2011,USA,110,English,R,83503161.0,75000000.0,6.0999999,138190,0,3.0
3741,In the Land of Blood and Honey,2011,USA,127,Bosnian,R,301305.0,13000000.0,4.30000019,31414,0,3.0
3742,In Time,2011,USA,109,English,PG-13,37553932.0,40000000.0,6.69999981,304318,0,3.0
3743,Ironclad,2011,UK,121,English,R,0.0,25000000.0,6.19999981,34338,0,3.0
3744,J. Edgar,2011,USA,137,English,R,37304950.0,35000000.0,6.5999999,102728,0,3.0
3745,Jack and Jill,2011,USA,91,English,PG,74158157.0,79000000.0,3.4000001,60370,0,3.0
3746,"Jeff, Who Lives at Home",2011,USA,83,English,R,4244155.0,10000000.0,6.5,56005,0,3.0
3747,Johnny English Reborn,2011,USA,101,English,PG,8129455.0,45000000.0,6.30000019,89568,0,3.0
3748,Jumping the Broom,2011,USA,112,English,PG-13,37295394.0,6600000.0,5.69999981,7973,0,3.0
3749,Just Go with It,2011,USA,117,English,PG-13,103028109.0,80000000.0,6.4000001,172878,0,3.0
3750,Justin Bieber: Never Say Never,2011,USA,115,English,G,73000942.0,13000000.0,1.60000002,74351,0,3.0
3751,Kevin Hart: Laugh at My Pain,2011,USA,89,English,R,7705974.0,0.0,7.5,3543,1,3.0
3752,Kill List,2011,UK,95,English,Not Rated,26297.0,500000.0,6.30000019,25750,0,3.0
3753,Killer Elite,2011,UK,116,English,R,25093607.0,35000000.0,6.5,105556,0,3.0
3754,Killer Joe,2011,USA,98,English,R,1987762.0,11000000.0,6.69999981,59297,0,3.0
